S.NO,Date,Entity,Code,Oil Consumption - EJ,Gas Consumption - EJ,Coal Consumption - EJ,Hydro Consumption - EJ,Nuclear Consumption - EJ,Annual CO2 emissions per unit energy (kg per kilowatt-hour)
662,24-10-2011,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
663,25-10-2011,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
664,26-10-2011,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
665,27-10-2011,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
666,28-10-2011,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
667,29-10-2011,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
668,30-10-2011,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
669,31-10-2011,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
670,01-11-2011,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
671,02-11-2011,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
672,03-11-2011,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
673,04-11-2011,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
674,05-11-2011,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
675,06-11-2011,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
676,07-11-2011,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
677,08-11-2011,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
678,09-11-2011,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
679,10-11-2011,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
680,11-11-2011,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
681,12-11-2011,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
682,13-11-2011,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
683,14-11-2011,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
684,15-11-2011,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
685,16-11-2011,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
686,17-11-2011,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
687,18-11-2011,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
688,19-11-2011,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
689,20-11-2011,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
690,21-11-2011,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
691,22-11-2011,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
692,23-11-2011,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
693,24-11-2011,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
694,25-11-2011,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
695,26-11-2011,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
696,27-11-2011,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
697,28-11-2011,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
698,29-11-2011,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
699,30-11-2011,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
700,01-12-2011,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
701,02-12-2011,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
702,03-12-2011,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
703,04-12-2011,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
704,05-12-2011,India,IND,2843.93,596.80896,5172.2228,400.76976,111.83318,0.277
705,06-12-2011,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
706,07-12-2011,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
707,08-12-2011,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
708,09-12-2011,India,IND,2843.93,596.80896,5172.2228,400.76776,111.83319,0.279
709,10-12-2011,India,IND,146.99525,2.3725218,413.40768,53.241536,112.05591,0.249
710,11-12-2011,India,IND,164.1498,2.6632721,412.41569,55.59855,112.83319,0.251
711,12-12-2011,India,IND,169.36036,3.5587828,419.28558,62.21538,112.9342,0.244
712,13-12-2011,India,IND,189.77104,3.9542031,433.82506,71.803031,113.1123,0.249
713,14-12-2011,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
714,15-12-2011,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
715,16-12-2011,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
716,17-12-2011,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
717,18-12-2011,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
718,19-12-2011,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
719,20-12-2011,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
720,21-12-2011,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
721,22-12-2011,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
722,23-12-2011,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
723,24-12-2011,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
724,25-12-2011,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
725,26-12-2011,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
726,27-12-2011,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
727,28-12-2011,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
728,29-12-2011,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
729,30-12-2011,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
730,31-12-2011,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
731,01-01-2012,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
732,02-01-2012,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
733,03-01-2012,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
734,04-01-2012,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
735,05-01-2012,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
736,06-01-2012,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
737,07-01-2012,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
738,08-01-2012,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
739,09-01-2012,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
740,10-01-2012,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
741,11-01-2012,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
742,12-01-2012,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
743,13-01-2012,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
744,14-01-2012,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
745,15-01-2012,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
746,16-01-2012,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
747,17-01-2012,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
748,18-01-2012,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
749,19-01-2012,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
750,20-01-2012,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
751,21-01-2012,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
752,22-01-2012,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
753,23-01-2012,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
754,24-01-2012,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
755,25-01-2012,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
756,26-01-2012,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
757,27-01-2012,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
758,28-01-2012,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
759,29-01-2012,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
760,30-01-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
761,31-01-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
762,01-02-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
763,02-02-2012,India,IND,2843.93,596.80896,5172.2228,400.76976,111.83318,0.277
764,03-02-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
765,04-02-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
766,05-02-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
767,06-02-2012,India,IND,2843.93,596.80896,5172.2228,400.76776,111.83319,0.279
768,07-02-2012,India,IND,146.99525,2.3725218,413.40768,53.241536,112.05591,0.249
769,08-02-2012,India,IND,164.1498,2.6632721,412.41569,55.59855,112.83319,0.251
770,09-02-2012,India,IND,169.36036,3.5587828,419.28558,62.21538,112.9342,0.244
771,10-02-2012,India,IND,189.77104,3.9542031,433.82506,71.803031,113.1123,0.249
772,11-02-2012,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
773,12-02-2012,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
774,13-02-2012,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
775,14-02-2012,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
776,15-02-2012,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
777,16-02-2012,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
778,17-02-2012,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
779,18-02-2012,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
780,19-02-2012,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
781,20-02-2012,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
782,21-02-2012,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
783,22-02-2012,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
784,23-02-2012,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
785,24-02-2012,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
786,25-02-2012,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
787,26-02-2012,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
788,27-02-2012,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
789,28-02-2012,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
790,29-02-2012,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
791,01-03-2012,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
792,02-03-2012,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
793,03-03-2012,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
794,04-03-2012,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
795,05-03-2012,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
796,06-03-2012,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
797,07-03-2012,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
798,08-03-2012,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
799,09-03-2012,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
800,10-03-2012,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
801,11-03-2012,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
802,12-03-2012,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
803,13-03-2012,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
804,14-03-2012,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
805,15-03-2012,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
806,16-03-2012,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
807,17-03-2012,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
808,18-03-2012,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
809,19-03-2012,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
810,20-03-2012,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
811,21-03-2012,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
812,22-03-2012,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
813,23-03-2012,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
814,24-03-2012,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
815,25-03-2012,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
816,26-03-2012,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
817,27-03-2012,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
818,28-03-2012,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
819,29-03-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
820,30-03-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
821,31-03-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
822,01-04-2012,India,IND,2843.93,596.80896,5172.2228,400.76976,111.83318,0.277
823,02-04-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
824,03-04-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
825,04-04-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
826,05-04-2012,India,IND,2843.93,596.80896,5172.2228,400.76776,111.83319,0.279
827,06-04-2012,India,IND,146.99525,2.3725218,413.40768,53.241536,112.05591,0.249
828,07-04-2012,India,IND,164.1498,2.6632721,412.41569,55.59855,112.83319,0.251
829,08-04-2012,India,IND,169.36036,3.5587828,419.28558,62.21538,112.9342,0.244
830,09-04-2012,India,IND,189.77104,3.9542031,433.82506,71.803031,113.1123,0.249
831,10-04-2012,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
832,11-04-2012,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
833,12-04-2012,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
834,13-04-2012,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
835,14-04-2012,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
836,15-04-2012,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
837,16-04-2012,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
838,17-04-2012,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
839,18-04-2012,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
840,19-04-2012,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
841,20-04-2012,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
842,21-04-2012,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
843,22-04-2012,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
844,23-04-2012,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
845,24-04-2012,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
846,25-04-2012,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
847,26-04-2012,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
848,27-04-2012,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
849,28-04-2012,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
850,29-04-2012,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
851,30-04-2012,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
852,01-05-2012,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
853,02-05-2012,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
854,03-05-2012,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
855,04-05-2012,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
856,05-05-2012,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
857,06-05-2012,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
858,07-05-2012,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
859,08-05-2012,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
860,09-05-2012,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
861,10-05-2012,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
862,11-05-2012,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
863,12-05-2012,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
864,13-05-2012,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
865,14-05-2012,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
866,15-05-2012,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
867,16-05-2012,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
868,17-05-2012,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
869,18-05-2012,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
870,19-05-2012,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
871,20-05-2012,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
872,21-05-2012,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
873,22-05-2012,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
874,23-05-2012,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
875,24-05-2012,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
876,25-05-2012,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
877,26-05-2012,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
878,27-05-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
879,28-05-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
880,29-05-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
881,30-05-2012,India,IND,2843.93,596.80896,5172.2228,400.76976,111.83318,0.277
882,31-05-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
883,01-06-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
884,02-06-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
885,03-06-2012,India,IND,2843.93,596.80896,5172.2228,400.76776,111.83319,0.279
886,04-06-2012,India,IND,146.99525,2.3725218,413.40768,53.241536,112.05591,0.249
887,05-06-2012,India,IND,164.1498,2.6632721,412.41569,55.59855,112.83319,0.251
888,06-06-2012,India,IND,169.36036,3.5587828,419.28558,62.21538,112.9342,0.244
889,07-06-2012,India,IND,189.77104,3.9542031,433.82506,71.803031,113.1123,0.249
890,08-06-2012,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
891,09-06-2012,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
892,10-06-2012,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
893,11-06-2012,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
894,12-06-2012,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
895,13-06-2012,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
896,14-06-2012,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
897,15-06-2012,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
898,16-06-2012,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
899,17-06-2012,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
900,18-06-2012,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
901,19-06-2012,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
902,20-06-2012,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
903,21-06-2012,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
904,22-06-2012,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
905,23-06-2012,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
906,24-06-2012,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
907,25-06-2012,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
908,26-06-2012,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
909,27-06-2012,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
910,28-06-2012,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
911,29-06-2012,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
912,30-06-2012,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
913,01-07-2012,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
914,02-07-2012,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
915,03-07-2012,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
916,04-07-2012,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
917,05-07-2012,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
918,06-07-2012,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
919,07-07-2012,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
920,08-07-2012,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
921,09-07-2012,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
922,10-07-2012,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
923,11-07-2012,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
924,12-07-2012,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
925,13-07-2012,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
926,14-07-2012,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
927,15-07-2012,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
928,16-07-2012,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
929,17-07-2012,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
930,18-07-2012,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
931,19-07-2012,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
932,20-07-2012,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
933,21-07-2012,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
934,22-07-2012,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
935,23-07-2012,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
936,24-07-2012,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
937,25-07-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
938,26-07-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
939,27-07-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
940,28-07-2012,India,IND,2843.93,596.80896,5172.2228,400.76976,111.83318,0.277
941,29-07-2012,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
942,30-07-2012,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
943,31-07-2012,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
944,01-08-2012,India,IND,2843.93,596.80896,5172.2228,400.76776,111.83319,0.279
945,02-08-2012,India,IND,146.99525,2.3725218,413.40768,53.241536,112.05591,0.249
946,03-08-2012,India,IND,164.1498,2.6632721,412.41569,55.59855,112.83319,0.251
947,04-08-2012,India,IND,169.36036,3.5587828,419.28558,62.21538,112.9342,0.244
948,05-08-2012,India,IND,189.77104,3.9542031,433.82506,71.803031,113.1123,0.249
949,06-08-2012,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
950,07-08-2012,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
951,08-08-2012,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
952,09-08-2012,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
953,10-08-2012,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
954,11-08-2012,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
955,12-08-2012,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
956,13-08-2012,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
957,14-08-2012,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
958,15-08-2012,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
959,16-08-2012,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
960,17-08-2012,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
961,18-08-2012,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
962,19-08-2012,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
963,20-08-2012,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
964,21-08-2012,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
965,22-08-2012,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
966,23-08-2012,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
967,24-08-2012,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
968,25-08-2012,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
969,26-08-2012,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
970,27-08-2012,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
971,28-08-2012,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
972,29-08-2012,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
973,30-08-2012,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
974,31-08-2012,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
975,01-09-2012,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
